x,y,xt,yt,cat,trial_type,sub_task,condition,trial
48.022227917206386,35.31864752978453,1.3572315173494136,39.50309329370672,1,stay,2,two_finger_four_key,25
46.36043818734549,62.72454057183835,1.3111321885416418,63.26615173303924,1,switch,1,two_finger_four_key,26
61.212462313958966,45.649537328026994,1.7855566037991595,48.744450799741436,1,switch,2,two_finger_four_key,27
47.00947790589842,30.943713463102227,1.3289477072856408,35.70473383913269,1,stay,2,two_finger_four_key,28
46.39229903846913,64.82354108117987,1.3120011378514118,64.86429674190329,2,stay,2,two_finger_four_key,29
45.8066117824698,41.35835376825701,1.296119154210036,44.888340873552295,2,switch,1,two_finger_four_key,30
56.49433804332073,38.203523210693405,1.6186938415900676,42.061913944664376,2,stay,1,two_finger_four_key,31
59.74488186831732,45.55878006057165,1.7318889856437993,48.663060127871226,2,stay,1,two_finger_four_key,32
62.35909925157308,49.33668718630398,1.828642401239001,52.03304492264077,1,switch,2,two_finger_four_key,33
60.95784490636333,49.758304513770035,1.7761277429778786,52.40606636378615,1,stay,2,two_finger_four_key,34
47.99271645603307,69.17192190697722,1.3563988757321506,67.98358316632334,1,switch,1,two_finger_four_key,35
30.4222625761535,51.387183749096636,0.9412617518013163,53.83933176845708,1,stay,1,two_finger_four_key,36
50.50555342009975,41.244744606103,1.4291591696909707,44.78626758472032,1,switch,2,two_finger_four_key,37
59.941193787260815,48.11713969091441,1.7389733383068267,50.9500433854845,2,switch,1,two_finger_four_key,38
38.170348245101074,57.17977081697518,1.10581530717656,58.79979042326784,1,stay,1,two_finger_four_key,39
66.44693256443503,79.24685375675341,1.990882361805677,74.03789268665085,1,stay,1,two_finger_four_key,40
50.588402388711465,61.0844458316653,1.4316234413153104,61.979803508153424,1,stay,1,two_finger_four_key,41
53.517452282988536,36.721091855327664,1.5215308318458414,40.74292428551434,2,stay,1,two_finger_four_key,42
70.25074064769672,60.55298878344688,2.154752577644179,61.55634410415287,2,stay,1,two_finger_four_key,43
60.365396690582195,44.19294643314561,1.7543807664468325,47.4367162103887,2,stay,1,two_finger_four_key,44
64.28865248042652,58.43663494188311,1.9035066029937207,59.840106813745784,2,stay,1,two_finger_four_key,45
46.39066391154876,34.13081259303645,1.3119565285920434,38.46039520964133,2,stay,1,two_finger_four_key,46
39.33371530305584,51.27287507729483,1.1328928836436736,53.73919381373252,1,stay,1,two_finger_four_key,47
48.318023005130826,35.722526596315916,1.365605420663098,39.85923958823896,2,stay,1,two_finger_four_key,48
57.459455754076785,47.92341513977064,1.6515076731589344,50.77751282088335,1,switch,2,two_finger_four_key,49
43.573680286424874,58.26291391026552,1.2373129203462063,59.69721014398481,2,stay,2,two_finger_four_key,50
54.68421284173479,69.50409224871433,1.5588978388597818,68.21038290326285,1,switch,1,two_finger_four_key,51
42.73158864710438,52.10781128482946,1.2158351722108989,54.46893474834787,2,switch,2,two_finger_four_key,52
46.97522460910778,53.983126305524344,1.3280014650570602,56.092329909544745,1,switch,1,two_finger_four_key,53
66.74071575516274,52.70122144277811,2.003081987239438,54.98508392850332,1,switch,2,two_finger_four_key,54
53.04937668637847,32.550900905717185,1.506793067263922,37.085973100805774,1,stay,2,two_finger_four_key,55
36.815118074035425,49.37235730458723,1.075087096491771,52.06463317050251,2,stay,2,two_finger_four_key,56
48.80430347666243,37.87060283065315,1.3794843639886922,41.76504731542291,2,switch,1,two_finger_four_key,57
45.18707227716462,30.90176131072447,1.2795283991024804,35.66893099683298,1,switch,2,two_finger_four_key,58
58.30383030887868,50.83510236268382,1.6807613701548707,53.35504505720111,2,switch,1,two_finger_four_key,59
52.80044653014987,63.5650627877056,1.499013520531285,63.91283258499916,2,switch,2,two_finger_four_key,60
65.33149355463323,46.44089392446841,1.9452354742890645,49.453449834979224,2,switch,1,two_finger_four_key,61
61.606565379423074,45.59389864638942,1.8002496186982455,48.69455604383772,1,switch,2,two_finger_four_key,62
46.62664452092287,67.96772077549802,1.318410224134662,67.1472582106232,1,switch,1,two_finger_four_key,63
51.95931895630658,63.61205936900968,1.4730226035218208,63.94873023835819,1,stay,1,two_finger_four_key,64
59.70948004549289,43.296371078857554,1.7306145070516425,46.63072276360764,1,switch,2,two_finger_four_key,65
47.24466859449652,66.81379015719448,1.3354630483682035,66.32564647256582,1,switch,1,two_finger_four_key,66
63.97910900099374,49.5872076024183,1.8912935065939673,52.254782991721065,1,switch,2,two_finger_four_key,67
52.27843155931467,46.4649644119533,1.4828297309254013,49.47499407589108,2,switch,1,two_finger_four_key,68
55.744350821171004,48.07935709449325,1.593645258415787,50.91640419432858,2,stay,1,two_finger_four_key,69
26.557821232358975,44.40298095687726,0.8685824071995606,47.625447123915606,1,stay,1,two_finger_four_key,70
55.120873779892534,34.84015743978013,1.5731172603205013,39.082183418431015,2,stay,1,two_finger_four_key,71
42.494773367121354,61.681602649937496,1.209862588429776,62.4518044534936,2,switch,2,two_finger_four_key,72
54.53052723929099,62.37184392201529,1.553923861778933,62.99221154224655,1,switch,1,two_finger_four_key,73
60.174928450992724,43.78609940151538,1.7474459754751128,47.07103170719478,2,stay,1,two_finger_four_key,74
39.439421214013635,49.467118436543544,1.1353858259908718,52.148524323456584,1,stay,1,two_finger_four_key,75
55.669644612562934,71.43790215219005,1.591171497187693,69.4961822740112,2,switch,2,two_finger_four_key,76
52.5154508611444,69.45545015361718,1.4901561609125062,68.17727778033073,1,switch,1,two_finger_four_key,77
40.33605760160581,56.98393102005256,1.156753711645135,58.63637686927596,2,switch,2,two_finger_four_key,78
44.44568197629622,64.59962172530602,1.2599534728071564,64.69651390274248,1,switch,1,two_finger_four_key,79
61.50355629906813,52.187584771576404,1.7963975865415929,54.538446442938444,2,stay,1,two_finger_four_key,80
53.16269860196004,34.629436233907434,1.51034795619525,38.89719072144395,1,switch,2,two_finger_four_key,81
63.3065239503927,43.13966992818357,1.8650259683703616,46.48981649631538,1,stay,2,two_finger_four_key,82
55.61132395111592,45.08358432284488,1.5892429830370374,48.23668217334794,1,stay,2,two_finger_four_key,83
50.809837658004135,70.5669494730715,1.4382307192365413,68.92447816470323,1,switch,1,two_finger_four_key,84
69.26402426336286,57.81396300455496,2.1109914389527815,59.32657435277465,1,switch,2,two_finger_four_key,85
33.339023045868664,43.16484318558307,1.0001183212454683,46.51245275386265,1,switch,1,two_finger_four_key,86
64.08683194398398,52.59438705591644,1.8955348200019067,54.89231944408262,2,stay,1,two_finger_four_key,87
63.56853841954252,44.335363342199955,1.875215178631878,47.564692449792815,2,stay,1,two_finger_four_key,88
50.05009887662347,55.02703840021235,1.4156876250156119,56.98544411485059,2,switch,2,two_finger_four_key,89
66.71750839431499,49.924754459884085,2.0021155661270496,52.55311575494496,2,switch,1,two_finger_four_key,90
51.08814872378248,64.64232781166298,1.4465783466497044,64.72856474860154,2,switch,2,two_finger_four_key,91
49.47380048191924,57.91752438412557,1.3988235737579158,59.412240734732606,1,switch,1,two_finger_four_key,92
52.19913843848954,39.54507515133556,1.4803867756445488,43.2613258519648,2,stay,1,two_finger_four_key,93
56.930427120912476,42.71158735441666,1.6334392656210657,46.10486739897254,2,stay,1,two_finger_four_key,94
58.380752684190426,74.75523865480962,1.6834519931255765,71.55771468486309,2,switch,2,two_finger_four_key,95
55.72688549445363,40.54095918166503,1.5930665814128773,44.15428264408993,2,switch,1,two_finger_four_key,96
65.24269631995519,57.36180238216278,1.941646937192052,58.95137129095386,2,stay,1,two_finger_four_key,97
48.73525461653161,36.51477892191709,1.3775050793129422,40.56000153593555,2,stay,1,two_finger_four_key,98
48.481242631065555,34.25440642189761,1.3702482374334002,38.568536682207636,1,switch,2,two_finger_four_key,99
63.10442972603781,48.04713176239316,1.8572047704839898,50.88770901758768,2,switch,1,two_finger_four_key,100
38.160729498760446,30.9508335502643,1.1055941483113756,35.71081159696549,2,stay,1,two_finger_four_key,101
42.13335340571149,25.069691863037022,1.2008039286927021,30.841957719955925,2,stay,1,two_finger_four_key,102
46.430416848714344,64.3255127523655,1.3130414915168485,64.49022519325278,1,stay,1,two_finger_four_key,103
34.149929140049565,47.67585193674281,1.0171256228852914,50.55685508500832,2,switch,2,two_finger_four_key,104
54.01991298743828,46.90596315840501,1.5375117006987495,49.869459831263704,2,switch,1,two_finger_four_key,105
33.208882368880886,49.69147099982251,0.9974154606339731,52.34698772161244,2,switch,2,two_finger_four_key,106
48.232539654944624,38.6377263860123,1.3631801090658373,42.44959355909804,2,switch,1,two_finger_four_key,107
51.98686600244684,68.00903428009362,1.4738666289998812,67.17631183097937,1,stay,1,two_finger_four_key,108
57.94113112077684,48.451182824160036,1.6681325541345455,51.24723842560618,2,stay,1,two_finger_four_key,109
59.20590655727573,44.41911585987524,1.7125869019315607,47.639943722047384,1,switch,2,two_finger_four_key,110
40.914779481406796,53.15698452441323,1.1707583961592782,55.380005404767154,2,stay,2,two_finger_four_key,111
50.80695594714574,38.83276146887237,1.4381445380107012,42.62390226131115,2,switch,1,two_finger_four_key,112
59.57616238949363,65.48483597299642,1.7258234330952231,65.35589301867432,1,stay,1,two_finger_four_key,113
56.11680692465041,71.48405053462626,1.6060359731501963,69.52613054475486,1,stay,1,two_finger_four_key,114
56.87706670660975,66.05903337863758,1.631627808843929,65.77791355005209,1,stay,1,two_finger_four_key,115
62.102892612927874,46.15162361115049,1.8189259090589234,49.19443622927086,2,stay,1,two_finger_four_key,116
51.620556555215565,38.096403280259615,1.4626825553362726,41.96635699556397,2,stay,1,two_finger_four_key,117
56.91041220629244,45.288422422683425,1.6327595721854367,48.42052097597125,1,switch,2,two_finger_four_key,118
31.91093300101906,49.46231003884585,0.9708551641032686,52.14426841241304,2,stay,2,two_finger_four_key,119
41.54434712952863,31.863253715559416,1.186186135121429,36.49276391541261,2,switch,1,two_finger_four_key,120
48.2032477926555,65.16439896375073,1.3623500391373184,65.1184203641983,1,stay,1,two_finger_four_key,121
56.65358081098723,70.62046879572426,1.6240628044342067,68.95996196161525,2,switch,2,two_finger_four_key,122
44.93090525360217,34.45688783034044,1.2727306728473864,38.745884917152296,1,stay,2,two_finger_four_key,123
62.70257670857424,80.26198461986775,1.8417500748506126,74.54635009075791,1,switch,1,two_finger_four_key,124
47.9928644773569,37.81022584910909,1.356403050757236,41.71124654216878,1,switch,2,two_finger_four_key,125
37.544790250967836,58.43051640042758,1.0915238906285685,59.835078916898055,1,switch,1,two_finger_four_key,126
40.72223530609956,55.97966213632716,1.1660802342495842,57.79311040619393,1,stay,1,two_finger_four_key,127
49.04974170044648,33.77534536258213,1.3865428967164917,38.149852290842674,2,stay,1,two_finger_four_key,128
33.815991422422854,46.27926936493752,1.0100871283330701,49.308753649366764,2,switch,2,two_finger_four_key,129
31.26962073581088,46.64377547486836,0.9579940642096881,49.6349954863371,1,switch,1,two_finger_four_key,130
57.931598663090966,42.00820653208576,1.6678019265250268,45.47242041402718,2,stay,1,two_finger_four_key,131
42.73747690419111,52.645865573088905,1.2159840516658937,54.93702727449448,2,switch,2,two_finger_four_key,132
32.98175271891445,20.05729254069436,0.9927157463697502,26.98861733716675,1,stay,2,two_finger_four_key,133
32.98117671374162,49.1802412210841,0.992703855998652,51.89443914180518,1,switch,1,two_finger_four_key,134
43.48248769173205,63.117945405064006,1.2349688311889222,63.569920614366964,1,stay,1,two_finger_four_key,135
43.5298692002243,55.47484566055999,1.2361862095061262,57.366017479535685,2,switch,2,two_finger_four_key,136
53.268337605307835,40.083467737252626,1.5136693863033497,43.743850178902235,2,switch,1,two_finger_four_key,137
22.400234590630053,43.6998699677953,0.7966439824448743,46.993512176961595,1,stay,1,two_finger_four_key,138
51.465375893449036,65.05824877524026,1.4579702450950218,65.0394478158758,2,switch,2,two_finger_four_key,139
60.16893606751458,49.09836651957344,1.74722824309826,51.821860923422,1,stay,2,two_finger_four_key,140
47.98426752541331,35.1780588619289,1.3561605901691498,39.37930412201795,2,switch,1,two_finger_four_key,141
59.41209453421661,42.5493064941315,1.719945482267041,45.95893968485974,2,stay,1,two_finger_four_key,142
43.32970558447653,56.74902954164424,1.2310515431092581,58.43991829755757,1,stay,1,two_finger_four_key,143
53.8107871553045,39.1298358674764,1.5308401180221227,42.88959574609504,2,stay,1,two_finger_four_key,144
62.2798791495329,53.33826970004038,1.8256324931536612,55.53671259982485,1,switch,2,two_finger_four_key,145
41.776527143503145,23.758039354420706,1.1919269456196857,29.804012832829855,2,switch,1,two_finger_four_key,146
33.08254897097746,41.843162146801156,0.9947986598481469,45.32405144537902,1,stay,1,two_finger_four_key,147
49.50019568382129,36.61053037094214,1.3995915607045544,40.64487605884384,2,stay,1,two_finger_four_key,148
52.99186010382947,47.40666696899171,1.5049919843117452,50.316708637769445,2,stay,1,two_finger_four_key,149
53.82444159747421,39.94246562304944,1.5312748405742203,43.61742508926164,2,stay,1,two_finger_four_key,150
66.69993678441966,54.6395781769738,2.0013841440418556,56.65490212721083,2,stay,1,two_finger_four_key,151
55.6385655763791,35.1179767658722,1.590143502382066,39.3264312117908,1,switch,2,two_finger_four_key,152
54.58218716647562,36.07489688076445,1.5555940427443453,40.17057965395195,2,switch,1,two_finger_four_key,153
38.63345648028192,57.26702598186896,1.1165158211177981,58.872486917636756,1,stay,1,two_finger_four_key,154
42.06924122015594,57.24266262916951,1.1992041130654536,58.85219557849237,2,switch,2,two_finger_four_key,155
35.360853665954764,48.082252206891845,1.0430625026504745,50.91898198722158,2,stay,2,two_finger_four_key,156
36.024916445565296,50.53714240496034,1.0575658477383039,53.09301647560311,2,stay,2,two_finger_four_key,157
73.51102470755853,55.8413040315743,2.305901266288594,57.67626214124702,1,stay,2,two_finger_four_key,158
57.37641348961954,48.754167915041535,1.6486582852591556,51.51645267600283,1,stay,2,two_finger_four_key,159
68.43199339361874,51.2802902435312,2.074782062127438,53.74569188665489,1,stay,2,two_finger_four_key,160
46.97781101164491,57.35036159229368,1.3280728905204018,58.94185323323485,2,stay,2,two_finger_four_key,161
47.39443815894649,33.27516290970435,1.3396286584028818,37.71413840106718,2,switch,1,two_finger_four_key,162
58.943168971880354,78.45893085762911,1.7032557405621158,73.62977790564202,2,switch,2,two_finger_four_key,163
63.38454982103543,56.02224354346924,1.8680544336009395,57.8290399136005,2,switch,1,two_finger_four_key,164
39.429414752980435,27.034469324027853,1.1351496011801816,32.43187235299243,1,switch,2,two_finger_four_key,165
48.27688323901438,63.71862485804692,1.3644376756673986,64.0300250622158,2,stay,2,two_finger_four_key,166
51.165591578487465,62.358316023699174,1.448909762612166,62.98167453176221,1,switch,1,two_finger_four_key,167
50.02569033439714,37.37447619701737,1.4149692589925782,41.323320415547684,2,stay,1,two_finger_four_key,168
58.01708442757595,43.88390630084877,1.6707692920769963,47.15895382394303,2,stay,1,two_finger_four_key,169
31.758755653679664,44.10686649697202,0.9677878079706512,47.35935587714008,1,stay,1,two_finger_four_key,170
37.49820077799199,48.00546686407939,1.090466933423147,50.85060317062119,1,stay,1,two_finger_four_key,171
45.21748609409544,60.78695110107708,1.2803378768453413,61.74315023931918,1,stay,1,two_finger_four_key,172
58.21772917736815,34.322821600252105,1.6777547891789382,38.62843465316784,1,switch,2,two_finger_four_key,173
42.15544703530554,29.236655079342192,1.2013557337177012,34.25918243540951,1,stay,2,two_finger_four_key,174
50.34389135831706,29.28358318275901,1.4243628772319332,34.29859946566282,1,stay,2,two_finger_four_key,175
57.75554466141235,39.9002481182318,1.661707366378761,43.57957933450309,1,stay,2,two_finger_four_key,176
70.78924973211782,57.77810599418933,2.1790170604398877,59.296889731166495,2,switch,1,two_finger_four_key,177
32.149059701487595,43.14605921505002,0.975674475046641,46.49556187239164,2,switch,2,two_finger_four_key,178
50.645196607078965,61.36198124008984,1.4333151910625512,62.1996790793572,1,switch,1,two_finger_four_key,179
74.14875234714762,60.893833365287136,2.3366838786297066,61.82828776559975,2,stay,1,two_finger_four_key,180
34.5014024312548,45.315856876110914,1.0245867023507855,48.445138034281854,1,stay,1,two_finger_four_key,181
35.57173873617203,51.803005844774106,1.0476466173163201,54.20299303612232,2,switch,2,two_finger_four_key,182
38.00301609643539,49.281313233124145,1.101974227287273,51.983997082517746,1,switch,1,two_finger_four_key,183
65.16697843020772,47.97843506768689,1.9385922016074528,50.82652614540567,2,stay,1,two_finger_four_key,184
51.66504005014016,63.509004588030024,1.464036174758288,63.86997685472561,1,stay,1,two_finger_four_key,185
53.141779587560094,36.304447379411364,1.509691099710905,40.37369543726402,2,stay,1,two_finger_four_key,186
44.195825976638915,51.86214135258438,1.2534242230393369,54.25463088104416,1,stay,1,two_finger_four_key,187
24.62130094047721,43.67038249126997,0.8343005075652928,46.96700222988731,1,stay,1,two_finger_four_key,188
64.55183250238444,50.80925690476399,1.9139524326753765,53.332334168425305,1,switch,2,two_finger_four_key,189
67.8101164666954,58.404340371385594,2.048124611345903,59.81356469810757,2,switch,1,two_finger_four_key,190
51.663617160228384,61.28998183151268,1.4639928572568133,62.14272220366352,2,switch,2,two_finger_four_key,191
67.83854262757359,59.28964050466611,2.0493356267430656,60.537419534567306,1,stay,2,two_finger_four_key,192
49.74180560072188,33.08614255350967,1.4066409942542206,37.549877104936186,1,stay,2,two_finger_four_key,193
36.54246164600964,48.33626089664769,1.069008889003601,51.145037840122924,1,switch,1,two_finger_four_key,194
61.663765605045064,45.324947217545606,1.8023921910460028,48.45329457403039,2,stay,1,two_finger_four_key,195
63.42999333122303,76.7772623222956,1.8698205256162452,72.71997367870419,1,stay,1,two_finger_four_key,196
38.08077370163579,57.30298083261068,1.1037574771025789,58.90242252904704,1,stay,1,two_finger_four_key,197
50.956601205978586,63.72033937463278,1.4426267057418665,64.03133182411881,1,stay,1,two_finger_four_key,198
46.21023112112755,62.47599500750868,1.3070432980158744,63.07326221931206,1,stay,1,two_finger_four_key,199
23.517815486699874,34.7212263407894,0.8153743421817933,38.97774493015461,1,stay,1,two_finger_four_key,200
35.43117990989415,41.62606337112071,1.0445889859770625,45.128915258089876,1,stay,1,two_finger_four_key,201
48.69750251737591,62.87065483559773,1.376424116949458,63.379196260031165,2,switch,2,two_finger_four_key,202
59.92969907474223,76.69132821952755,1.73855772843887,72.67208175348375,1,switch,1,two_finger_four_key,203
48.613486607157284,64.5548381353837,1.3740215183936137,64.66287808190656,2,switch,2,two_finger_four_key,204
47.083872227690925,24.26173609563585,1.331005162374889,30.200274580698327,2,switch,1,two_finger_four_key,205
45.96682165537453,62.18611880003267,1.3004443377432313,62.84735722679652,1,stay,1,two_finger_four_key,206
57.4511505576017,41.64035797368373,1.6512224795943502,45.14176267381386,2,stay,1,two_finger_four_key,207
50.65851610825829,35.69457986890708,1.4337122331313663,39.834571099259094,1,switch,2,two_finger_four_key,208
35.43015540385048,53.26554566619135,1.044566732285893,55.473874492830724,1,switch,1,two_finger_four_key,209
73.16279461888891,58.732154171469254,2.2892639891765922,60.0825107686287,2,stay,1,two_finger_four_key,210
33.59952267563889,50.82058019970259,1.0055505995744005,53.342284581981936,2,switch,2,two_finger_four_key,211
56.18369690548982,44.384298940724186,1.6082714240194098,47.60866171472589,2,switch,1,two_finger_four_key,212
49.06977442873794,35.557983069561274,1.3871206076496054,39.71404973493019,2,stay,1,two_finger_four_key,213
48.2620194269507,66.26388811884335,1.3640160145948481,65.92737101526062,1,stay,1,two_finger_four_key,214
32.41689823542519,44.69772911387733,0.981123699428158,47.89022314800468,1,stay,1,two_finger_four_key,215
70.83086177363319,61.95419862430016,2.1809033757081604,62.66589796257229,1,switch,2,two_finger_four_key,216
57.08243737522234,67.80905810665622,1.6386106779687875,67.03544393891613,2,stay,2,two_finger_four_key,217
75.79523032378347,60.28561996846161,2.4180715090842755,61.342128647390524,2,switch,1,two_finger_four_key,218
36.12511668177114,47.71605508057835,1.0597716948417362,50.59270217413338,1,stay,1,two_finger_four_key,219
32.698922341779564,47.93653691219473,0.9868944300516209,50.789202976890934,2,switch,2,two_finger_four_key,220
46.21025385923826,58.44858038518085,1.307043916019709,59.849921898297644,1,switch,1,two_finger_four_key,221
54.65215373339221,45.60726435655705,1.5578589452936975,48.7065424352376,2,stay,1,two_finger_four_key,222
64.17061066157618,45.730214371367936,1.8988399652075103,48.816789051716526,1,switch,2,two_finger_four_key,223
34.93185519237204,47.671239712861016,1.0337989598011792,50.55274227717517,2,stay,2,two_finger_four_key,224
48.376621310133054,29.946802529266918,1.3672704489891443,34.85766162216533,2,switch,1,two_finger_four_key,225
36.25001104604275,45.818797776564196,1.0625276106734687,48.89620246442303,2,switch,2,two_finger_four_key,226
39.97733816582491,59.986852639414735,1.1481571703744886,61.101840641752545,1,switch,1,two_finger_four_key,227
67.75754844273118,50.34923006483461,2.045886985871816,52.92753766467693,1,switch,2,two_finger_four_key,228
70.97671268602096,54.68565633147042,2.1875278442134563,56.694271107424555,2,switch,1,two_finger_four_key,229
47.1553362789886,58.21798507949475,1.3329845772093651,59.66020565513134,1,stay,1,two_finger_four_key,230
46.07181973578596,35.13640493733018,1.303286795655962,39.34264629874303,1,switch,2,two_finger_four_key,231
48.58440724882637,45.16244417242123,1.3731909148697268,48.30746507160424,1,stay,2,two_finger_four_key,232
38.95685611547772,55.74879095828658,1.124049589013515,57.59804353763804,1,switch,1,two_finger_four_key,233
50.927292696157544,63.536175810848114,1.4417477599597401,63.89075383721978,2,switch,2,two_finger_four_key,234
26.295376591525695,39.18808355450217,0.8638551314455573,42.94171610183439,2,stay,2,two_finger_four_key,235
22.304778764419773,37.90467312262229,0.7950642538405509,41.7954119070154,1,switch,1,two_finger_four_key,236
49.42650271576851,52.342993149325515,1.3974484659913395,54.673753852141154,1,stay,1,two_finger_four_key,237
55.70781524577316,44.03603137459549,1.5924349686581294,47.29569157782199,2,stay,1,two_finger_four_key,238
61.90889029545187,43.06319120314651,1.8116028433750178,46.42104474488282,1,switch,2,two_finger_four_key,239
54.41482473227178,38.259321169067434,1.5501896677807772,42.1117025919357,1,stay,2,two_finger_four_key,240
45.54638488162851,28.66320371585754,1.2891244505079125,33.77906678170996,2,switch,1,two_finger_four_key,241
35.960071827920856,46.451502445594244,1.0561407806921035,49.462945136841554,1,stay,1,two_finger_four_key,242
36.62338389980387,20.76253015116007,1.0708092577028836,27.511449235763152,2,stay,1,two_finger_four_key,243
41.28175462047353,55.82540218509538,1.1797266677583198,57.662822340944665,2,switch,2,two_finger_four_key,244
66.08997508701735,43.041284741819155,1.9761593055335889,46.40134570143732,2,switch,1,two_finger_four_key,245
36.83136221257625,54.07149501786293,1.075450308669928,56.1682431235452,2,switch,2,two_finger_four_key,246
55.10614835964449,42.719932010982205,1.572635635323083,46.1123712502631,1,stay,2,two_finger_four_key,247
47.47803649079958,63.83265096974728,1.3419594653064673,64.11685137368251,2,stay,2,two_finger_four_key,248
28.719332732954598,40.63066034209948,0.9085135784773125,44.234795742466225,2,stay,2,two_finger_four_key,249
21.47450883786559,36.19927455035225,0.7814553043288973,40.280606007932036,1,switch,1,two_finger_four_key,250
45.47774511002116,50.47954346161503,1.2872857648496776,53.04231224894721,2,switch,2,two_finger_four_key,251
39.674636010223914,48.317581178491025,1.1409527764328922,51.12842143173864,1,switch,1,two_finger_four_key,252
49.00525750031888,38.27941561840852,1.385260905760914,42.12963519363241,1,switch,2,two_finger_four_key,253
33.35746125704112,44.776123972924175,1.000501851954301,47.960629441054486,2,stay,2,two_finger_four_key,254
44.47140545717804,59.197608211355735,1.2606276081843257,60.462538505920215,1,switch,1,two_finger_four_key,255
63.49210664459306,47.48020463182429,1.8722371649240757,50.38233511525563,1,switch,2,two_finger_four_key,256
48.090374129826465,59.557451243854736,1.359156160077105,60.754824185796345,2,stay,2,two_finger_four_key,257
49.12352151956364,64.99684445690023,1.3886717748630992,64.99369581568452,2,stay,2,two_finger_four_key,258
61.541247534889344,40.26601213366262,1.7978060959751136,43.90757576694594,1,stay,2,two_finger_four_key,259
48.24344017973512,59.90018654475408,1.3634891361789863,61.03195930070456,1,switch,1,two_finger_four_key,260
57.82476287089204,46.410842741700954,1.6641008706707936,49.42655069486415,1,switch,2,two_finger_four_key,261
35.15498360086574,54.987993052047685,1.0386067509002432,56.95218664945208,2,stay,2,two_finger_four_key,262
39.05451398947406,55.293878668146895,1.1263345589809846,57.21241140016162,2,stay,2,two_finger_four_key,263
26.19141178099221,39.495543198476916,0.8619895911412094,43.21696352741787,1,switch,1,two_finger_four_key,264
56.91039253276633,38.529970444224546,1.6327589042244903,42.35333317079064,1,switch,2,two_finger_four_key,265
48.46705993887086,63.44675926891492,1.3698441823213567,63.82234474857136,2,stay,2,two_finger_four_key,266
48.14236675527448,58.90138391758081,1.3606264149016387,60.22093366060497,2,stay,2,two_finger_four_key,267
65.06205752179989,45.09267451063023,1.9343672519328767,48.24484179431088,2,switch,1,two_finger_four_key,268
61.141006320615915,43.80003615086736,1.7829054410865004,47.08356031623244,1,switch,2,two_finger_four_key,269
70.09647947753963,54.58218924752689,2.147851699261689,56.60584698484507,1,stay,2,two_finger_four_key,270
60.195493188766854,50.4441598347668,1.7481933985681495,53.011156026200545,1,stay,2,two_finger_four_key,271
31.052668926118884,42.811577444348345,0.9536819173397733,46.194782841232154,2,stay,2,two_finger_four_key,272
47.316826151816684,32.74303917727564,1.337468380345449,37.2522904244266,2,switch,1,two_finger_four_key,273
45.82680359417265,59.810173268087695,1.2966634789959042,60.959294591357704,2,switch,2,two_finger_four_key,274
