cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.908762192712782,67,66,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.371026477325167,68,67,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.33729993597973,69,68,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.246650552875336,70,69,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.988325446790583,71,70,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.324288650449089,72,71,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.0170197440306,73,72,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.589955726820767,74,73,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.335368271238647,75,74,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.559595334275288,76,75,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-5.952021448888345,77,76,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.398548855260255,78,77,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.670068125999142,79,78,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.141202953167032,80,79,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.029023783158472,81,80,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.4091358935658755,82,81,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.38257270316663,83,82,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.518054297880813,84,83,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.00063363616767,85,84,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.091156825774103,86,85,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.10009545948954,87,86,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.132128430741428,88,87,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.271198337547862,89,88,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.912368027799836,90,89,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.734446636106462,91,90,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.557138448736108,92,91,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.991306105659657,93,92,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.09333684444609,94,93,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.546251406211388,95,94,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.615256606363417,96,95,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.508690453732918,97,96,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.656146078060477,98,97,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.17896625156045,99,98,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.394450978418556,100,99,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.49568705185805,101,100,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.395283938411172,102,101,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.04284722234132,103,102,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.8705125680184,104,103,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.74082091500503,105,104,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.666048662124659,106,105,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.570483665049963,107,106,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.8581660036789795,108,107,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.351024718864787,109,108,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.91304760092355,110,109,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.584217400255486,111,110,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.816513567904132,112,111,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-19.978004945079245,113,112,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.465001348660522,114,113,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.424335399565798,115,114,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.67592622223257,116,115,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.049980533097973,117,116,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.877893293211635,118,117,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.331843536162578,119,118,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.363204338479353,120,119,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.840248867853488,121,120,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-19.150842276793576,122,121,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.89325766424103,123,122,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.479542177160468,124,123,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.911719345361497,125,124,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.747126703049926,126,125,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.864534039628456,127,126,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.333533500308215,128,127,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.183959351747227,129,128,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.503956867598557,130,129,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.400435976626346,131,130,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.571509801841454,132,131,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.862439155481905,133,132,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.813213285181341,134,133,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.90537030598139,135,134,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.599297592917441,136,135,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.428064659459727,137,136,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.916432512727887,138,137,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.190883381402983,139,138,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.54693267904096,140,139,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.378400846259238,141,140,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.385868508847613,142,141,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.946443419211928,143,142,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-5.628162983271629,144,143,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.7864680305734204,145,144,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.6361490902484,146,145,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.697635616149684,147,146,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.9613897914936835,148,147,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.325948105225088,149,148,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.035052307505387,150,149,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.3619646447058,151,150,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.576845551028768,152,151,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.919454087131156,153,152,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.761630826958744,154,153,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.113564929596835,155,154,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.660231998430604,156,155,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.8488718537912705,157,156,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.135369232955583,158,157,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.328374626998905,159,158,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.587714089810753,160,159,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.760604365568206,161,160,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.146804980184672,162,161,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.177678541702601,163,162,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.38364367778705,164,163,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.36729820297373,165,164,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.3543952598105315,166,165,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.558784595188623,167,166,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.791195211706219,168,167,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.074167582588323,169,168,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.489814635259702,170,169,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.44812461186833,171,170,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.3064551751493543,172,171,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-10.650024588648318,173,172,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.936867289776815,174,173,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.67809573728442,175,174,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.731946070618736,176,175,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.555391466982481,177,176,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.284696876979131,178,177,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.124679039545914,179,178,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.754942861562498,180,179,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.570417010974818,181,180,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.115241625103627,182,181,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.844129791065921,183,182,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-16.458466927984908,184,183,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.798530031460388,185,184,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-15.275575167467668,186,185,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-9.913004841957981,187,186,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-8.334144658626878,188,187,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.160228510878808,189,188,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.44244756504117,190,189,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.86629297989119,191,190,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-14.46916261331941,192,191,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-13.606353889426694,193,192,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-17.95274934775807,194,193,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.127408902540369,195,194,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-6.642989266229734,196,195,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-11.682814278096044,197,196,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-19.682681042218224,198,197,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.746818445276743,199,198,90
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-12.900989064920907,200,199,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,200,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,201,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,202,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,203,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,204,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,205,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,206,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208,207,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,208,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,209,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,210,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,211,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,212,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,213,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215,214,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,215,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,216,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218,217,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,218,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,219,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221,220,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,221,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,222,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,223,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225,224,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226,225,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227,226,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,227,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,228,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,229,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,230,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,231,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,232,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,233,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235,234,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,235,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,236,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,237,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,238,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,239,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,240,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,241,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,242,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,243,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,244,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,245,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247,246,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248,247,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,248,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,249,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,250,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,251,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,252,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254,253,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,254,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256,255,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,256,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,257,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,258,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,259,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,260,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262,261,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,262,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,263,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,264,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,265,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,266,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,267,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,268,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,269,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,270,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,271,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,272,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,273,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,274,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,275,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,276,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,277,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,278,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,279,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,280,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,281,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,282,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,283,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,284,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,285,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,286,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,287,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,288,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,289,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,290,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,291,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,292,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,293,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,294,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,295,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,296,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,297,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,298,90
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,299,90
