condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,endpoint_vis,clamp,rot,instruct_phase,instruct_state
condition_1,0,58,baseline_no_fb,5,60,0.0,0.0,0.0,-0.03456859456734634,,1.0
condition_1,0,59,baseline_no_fb,5,180,0.0,0.0,0.0,0.6549197121249588,,1.0
condition_1,0,60,baseline_no_fb,5,270,0.0,0.0,0.0,-0.43949176944008306,,1.0
condition_1,0,61,baseline_continuous_fb,1,90,1.0,1.0,0.0,0.8553676794558425,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
condition_1,0,62,baseline_continuous_fb,1,225,1.0,1.0,0.0,-0.7452157611811706,,1.0
condition_1,0,63,baseline_continuous_fb,1,315,1.0,1.0,0.0,0.9591647507648416,,1.0
condition_1,0,64,baseline_continuous_fb,1,270,1.0,1.0,0.0,-0.21216362336340877,,1.0
condition_1,0,65,baseline_continuous_fb,1,135,1.0,1.0,0.0,1.0854458897280486,,1.0
condition_1,0,66,baseline_continuous_fb,1,75,1.0,1.0,0.0,1.1203479488407349,,1.0
condition_1,0,67,baseline_continuous_fb,1,180,1.0,1.0,0.0,1.0620300119330326,,1.0
condition_1,0,68,baseline_continuous_fb,1,15,1.0,1.0,0.0,1.0905024146068911,,1.0
condition_1,0,69,baseline_continuous_fb,1,60,1.0,1.0,0.0,-0.23201103509581808,,1.0
condition_1,0,70,baseline_continuous_fb,1,45,1.0,1.0,0.0,-1.3914994316334355,,1.0
condition_1,0,71,baseline_continuous_fb,1,30,1.0,1.0,0.0,-0.9999962047074958,,1.0
condition_1,0,72,baseline_continuous_fb,1,0,1.0,1.0,0.0,1.933245255588368,,1.0
condition_1,0,73,baseline_continuous_fb,2,60,1.0,1.0,0.0,1.0513171435414408,,1.0
condition_1,0,74,baseline_continuous_fb,2,30,1.0,1.0,0.0,1.0788974210892979,,1.0
condition_1,0,75,baseline_continuous_fb,2,180,1.0,1.0,0.0,0.2584466243411548,,1.0
condition_1,0,76,baseline_continuous_fb,2,0,1.0,1.0,0.0,0.6350985611311455,,1.0
condition_1,0,77,baseline_continuous_fb,2,75,1.0,1.0,0.0,-1.210942989844253,,1.0
condition_1,0,78,baseline_continuous_fb,2,315,1.0,1.0,0.0,-1.1798805271011092,,1.0
condition_1,0,79,baseline_continuous_fb,2,90,1.0,1.0,0.0,0.2806581015303026,,1.0
condition_1,0,80,baseline_continuous_fb,2,225,1.0,1.0,0.0,-0.37877938332509287,,1.0
condition_1,0,81,baseline_continuous_fb,2,135,1.0,1.0,0.0,0.0125557822590763,,1.0
condition_1,0,82,baseline_continuous_fb,2,45,1.0,1.0,0.0,0.08614813575281675,,1.0
condition_1,0,83,baseline_continuous_fb,2,15,1.0,1.0,0.0,-0.03148942971407645,,1.0
condition_1,0,84,baseline_continuous_fb,2,270,1.0,1.0,0.0,0.5546457855494449,,1.0
condition_1,0,85,baseline_continuous_fb,3,0,1.0,1.0,0.0,-0.6683346438997426,,1.0
condition_1,0,86,baseline_continuous_fb,3,180,1.0,1.0,0.0,2.044452402258296,,1.0
condition_1,0,87,baseline_continuous_fb,3,45,1.0,1.0,0.0,-0.6016787434775565,,1.0
condition_1,0,88,baseline_continuous_fb,3,270,1.0,1.0,0.0,-0.9531225688363317,,1.0
condition_1,0,89,baseline_continuous_fb,3,15,1.0,1.0,0.0,-1.0819213398103604,,1.0
condition_1,0,90,baseline_continuous_fb,3,60,1.0,1.0,0.0,-0.09326005742256506,,1.0
condition_1,0,91,baseline_continuous_fb,3,90,1.0,1.0,0.0,-0.025799531417591576,,1.0
condition_1,0,92,baseline_continuous_fb,3,30,1.0,1.0,0.0,2.380481030464515,,1.0
condition_1,0,93,baseline_continuous_fb,3,135,1.0,1.0,0.0,-2.2031359529468726,,1.0
condition_1,0,94,baseline_continuous_fb,3,315,1.0,1.0,0.0,-0.8718509643328889,,1.0
condition_1,0,95,baseline_continuous_fb,3,225,1.0,1.0,0.0,1.3067761685495896,,1.0
condition_1,0,96,baseline_continuous_fb,3,75,1.0,1.0,0.0,2.469047451893107,,1.0
condition_1,0,97,baseline_continuous_fb,4,90,1.0,1.0,0.0,-1.3973670882961153,,1.0
condition_1,0,98,baseline_continuous_fb,4,30,1.0,1.0,0.0,-0.9121152655786823,,1.0
condition_1,0,99,baseline_continuous_fb,4,180,1.0,1.0,0.0,0.22693257775259904,,1.0
condition_1,0,100,baseline_continuous_fb,4,315,1.0,1.0,0.0,0.9121305722682657,,1.0
condition_1,0,101,baseline_continuous_fb,4,270,1.0,1.0,0.0,-0.2467546942733997,,1.0
condition_1,0,102,baseline_continuous_fb,4,15,1.0,1.0,0.0,1.254086438187944,,1.0
condition_1,0,103,baseline_continuous_fb,4,45,1.0,1.0,0.0,1.204429571419192,,1.0
condition_1,0,104,baseline_continuous_fb,4,135,1.0,1.0,0.0,0.1279535837750513,,1.0
condition_1,0,105,baseline_continuous_fb,4,60,1.0,1.0,0.0,-1.9045098468940407,,1.0
condition_1,0,106,baseline_continuous_fb,4,225,1.0,1.0,0.0,-1.0400948269298291,,1.0
condition_1,0,107,baseline_continuous_fb,4,75,1.0,1.0,0.0,-0.8802547987510403,,1.0
condition_1,0,108,baseline_continuous_fb,4,0,1.0,1.0,0.0,-0.11608867121895722,,1.0
condition_1,0,109,baseline_continuous_fb,5,225,1.0,1.0,0.0,0.02855919721538503,,1.0
condition_1,0,110,baseline_continuous_fb,5,30,1.0,1.0,0.0,-0.8752662763977964,,1.0
condition_1,0,111,baseline_continuous_fb,5,60,1.0,1.0,0.0,-3.1103656232581285,,1.0
condition_1,0,112,baseline_continuous_fb,5,270,1.0,1.0,0.0,-1.2777859990908262,,1.0
condition_1,0,113,baseline_continuous_fb,5,75,1.0,1.0,0.0,0.5388262306473283,,1.0
condition_1,0,114,baseline_continuous_fb,5,0,1.0,1.0,0.0,1.8934481004856216,,1.0
condition_1,0,115,baseline_continuous_fb,5,90,1.0,1.0,0.0,1.0608508067909612,,1.0
condition_1,0,116,baseline_continuous_fb,5,15,1.0,1.0,0.0,-0.6551144039143231,,1.0
condition_1,0,117,baseline_continuous_fb,5,45,1.0,1.0,0.0,0.8388088925497846,,1.0
condition_1,0,118,baseline_continuous_fb,5,135,1.0,1.0,0.0,-0.5119036934043388,,1.0
condition_1,0,119,baseline_continuous_fb,5,315,1.0,1.0,0.0,-0.0827988529064002,,1.0
condition_1,0,120,baseline_continuous_fb,5,180,1.0,1.0,0.0,0.5841377668891536,,1.0
condition_1,0,121,clamp,1,45,1.0,1.0,1.0,30.31831352433376,"The cursor feedback is now clamped.
The location of the endpoint feedback is random.
It  has nothing to do with how accurately you reach.
Please do your best to ignore the cursor feedback and continue slicing directly through the target.",1.0
condition_1,0,122,clamp,2,45,1.0,1.0,1.0,30.960220087709445,,1.0
condition_1,0,123,clamp,3,45,1.0,1.0,1.0,28.67417283173687,,1.0
condition_1,0,124,clamp,4,45,1.0,1.0,1.0,29.69819389958827,,1.0
condition_1,0,125,clamp,5,45,1.0,1.0,1.0,28.271500653679073,,1.0
condition_1,0,126,clamp,6,45,1.0,1.0,1.0,30.91179775226514,,1.0
condition_1,0,127,clamp,7,45,1.0,1.0,1.0,29.337211862675776,,1.0
condition_1,0,128,clamp,8,45,1.0,1.0,1.0,30.224562011914067,,1.0
condition_1,0,129,clamp,9,45,1.0,1.0,1.0,30.0412390238983,,1.0
condition_1,0,130,clamp,10,45,1.0,1.0,1.0,30.06097711766568,,1.0
condition_1,0,131,clamp,11,45,1.0,1.0,1.0,27.668658508298748,,1.0
condition_1,0,132,clamp,12,45,1.0,1.0,1.0,31.15835687440331,,1.0
condition_1,0,133,clamp,13,45,1.0,1.0,1.0,30.39217310207314,,1.0
condition_1,0,134,clamp,14,45,1.0,1.0,1.0,29.671739132821966,,1.0
condition_1,0,135,clamp,15,45,1.0,1.0,1.0,29.837722853409275,,1.0
condition_1,0,136,clamp,16,45,1.0,1.0,1.0,30.18948884293134,,1.0
condition_1,0,137,clamp,17,45,1.0,1.0,1.0,30.607769829763797,,1.0
condition_1,0,138,clamp,18,45,1.0,1.0,1.0,29.63491636306282,,1.0
condition_1,0,139,clamp,19,45,1.0,1.0,1.0,29.790264480001508,,1.0
condition_1,0,140,clamp,20,45,1.0,1.0,1.0,30.31250429974646,,1.0
condition_1,0,141,clamp,21,45,1.0,1.0,1.0,29.155168247129428,,1.0
condition_1,0,142,clamp,22,45,1.0,1.0,1.0,30.849228623526244,,1.0
condition_1,0,143,clamp,23,45,1.0,1.0,1.0,30.345256012488854,,1.0
condition_1,0,144,clamp,24,45,1.0,1.0,1.0,30.545756354760744,,1.0
condition_1,0,145,clamp,25,45,1.0,1.0,1.0,32.06777267730373,,1.0
condition_1,0,146,clamp,26,45,1.0,1.0,1.0,30.691857755846165,,1.0
condition_1,0,147,clamp,27,45,1.0,1.0,1.0,29.895892427854353,,1.0
condition_1,0,148,clamp,28,45,1.0,1.0,1.0,29.292271186359827,,1.0
condition_1,0,149,clamp,29,45,1.0,1.0,1.0,30.366784494245756,,1.0
condition_1,0,150,clamp,30,45,1.0,1.0,1.0,31.38346966350478,,1.0
condition_1,0,151,clamp,31,45,1.0,1.0,1.0,29.037906201613417,,1.0
condition_1,0,152,clamp,32,45,1.0,1.0,1.0,29.4818444303523,,1.0
condition_1,0,153,clamp,33,45,1.0,1.0,1.0,30.300941830450316,,1.0
condition_1,0,154,clamp,34,45,1.0,1.0,1.0,33.058633729367756,,1.0
condition_1,0,155,clamp,35,45,1.0,1.0,1.0,28.97092019230676,,1.0
condition_1,0,156,clamp,36,45,1.0,1.0,1.0,31.872855710650736,,1.0
condition_1,0,157,clamp,37,45,1.0,1.0,1.0,30.411070315290367,,1.0
condition_1,0,158,clamp,38,45,1.0,1.0,1.0,30.552983637978762,,1.0
condition_1,0,159,clamp,39,45,1.0,1.0,1.0,29.93159351263245,,1.0
condition_1,0,160,clamp,40,45,1.0,1.0,1.0,30.638327360943308,,1.0
condition_1,0,161,clamp,41,45,1.0,1.0,1.0,29.951596407359318,,1.0
condition_1,0,162,clamp,42,45,1.0,1.0,1.0,31.312115062573614,,1.0
condition_1,0,163,clamp,43,45,1.0,1.0,1.0,30.565838115654437,,1.0
condition_1,0,164,clamp,44,45,1.0,1.0,1.0,30.21382675849935,,1.0
condition_1,0,165,clamp,45,45,1.0,1.0,1.0,28.307417184143937,,1.0
condition_1,0,166,clamp,46,45,1.0,1.0,1.0,29.241191645130474,,1.0
condition_1,0,167,clamp,47,45,1.0,1.0,1.0,31.385285167377738,,1.0
condition_1,0,168,clamp,48,45,1.0,1.0,1.0,30.385943305699914,,1.0
condition_1,0,169,clamp,49,45,1.0,1.0,1.0,30.066584144477208,,1.0
condition_1,0,170,clamp,50,45,1.0,1.0,1.0,29.538614436392564,,1.0
condition_1,0,171,clamp,51,45,1.0,1.0,1.0,28.57362702273167,,1.0
condition_1,0,172,clamp,52,45,1.0,1.0,1.0,29.304061899943328,,1.0
condition_1,0,173,clamp,53,45,1.0,1.0,1.0,31.061203666327327,,1.0
condition_1,0,174,clamp,54,45,1.0,1.0,1.0,32.68845700556172,,1.0
condition_1,0,175,clamp,55,45,1.0,1.0,1.0,31.178667804216467,,1.0
condition_1,0,176,clamp,56,45,1.0,1.0,1.0,31.060506972984115,,1.0
condition_1,0,177,clamp,57,45,1.0,1.0,1.0,31.168254611796904,,1.0
condition_1,0,178,clamp,58,45,1.0,1.0,1.0,30.497839448433268,,1.0
condition_1,0,179,clamp,59,45,1.0,1.0,1.0,27.179235677538525,,1.0
condition_1,0,180,clamp,60,45,1.0,1.0,1.0,30.09068458696494,,1.0
condition_1,0,181,clamp,61,45,1.0,1.0,1.0,30.854106000926887,,1.0
condition_1,0,182,clamp,62,45,1.0,1.0,1.0,30.857709955211714,,1.0
condition_1,0,183,clamp,63,45,1.0,1.0,1.0,29.073697433053027,,1.0
condition_1,0,184,clamp,64,45,1.0,1.0,1.0,29.752311582955535,,1.0
condition_1,0,185,clamp,65,45,1.0,1.0,1.0,30.744746971239877,,1.0
condition_1,0,186,clamp,66,45,1.0,1.0,1.0,29.83098112821145,,1.0
condition_1,0,187,clamp,67,45,1.0,1.0,1.0,30.7517408905065,,1.0
condition_1,0,188,clamp,68,45,1.0,1.0,1.0,29.850835854657362,,1.0
condition_1,0,189,clamp,69,45,1.0,1.0,1.0,30.16072483335332,,1.0
condition_1,0,190,clamp,70,45,1.0,1.0,1.0,29.379795501550348,,1.0
condition_1,0,191,clamp,71,45,1.0,1.0,1.0,30.570186154983038,,1.0
condition_1,0,192,clamp,72,45,1.0,1.0,1.0,31.140600312038366,,1.0
condition_1,0,193,clamp,73,45,1.0,1.0,1.0,31.46871463884858,,1.0
condition_1,0,194,clamp,74,45,1.0,1.0,1.0,28.28094111990962,,1.0
condition_1,0,195,clamp,75,45,1.0,1.0,1.0,31.370782348706587,,1.0
condition_1,0,196,clamp,76,45,1.0,1.0,1.0,29.109490860536294,,1.0
condition_1,0,197,clamp,77,45,1.0,1.0,1.0,31.33398357384084,,1.0
condition_1,0,198,clamp,78,45,1.0,1.0,1.0,31.832726579268456,,1.0
condition_1,0,199,clamp,79,45,1.0,1.0,1.0,30.436007820235332,,1.0
condition_1,0,200,clamp,80,45,1.0,1.0,1.0,30.07329192210665,,1.0
condition_1,0,201,clamp,81,45,1.0,1.0,1.0,30.03069231675528,,1.0
condition_1,0,202,clamp,82,45,1.0,1.0,1.0,31.24316287123208,,1.0
condition_1,0,203,clamp,83,45,1.0,1.0,1.0,29.48791886595866,,1.0
condition_1,0,204,clamp,84,45,1.0,1.0,1.0,29.755834837072694,,1.0
condition_1,0,205,clamp,85,45,1.0,1.0,1.0,30.59632863025561,,1.0
condition_1,0,206,clamp,86,45,1.0,1.0,1.0,32.16628152933847,,1.0
condition_1,0,207,clamp,87,45,1.0,1.0,1.0,31.00333421559636,,1.0
condition_1,0,208,clamp,88,45,1.0,1.0,1.0,30.340048392353815,,1.0
condition_1,0,209,clamp,89,45,1.0,1.0,1.0,30.48783698288133,,1.0
condition_1,0,210,clamp,90,45,1.0,1.0,1.0,29.72159482697965,,1.0
condition_1,0,211,clamp,91,45,1.0,1.0,1.0,30.006547047641725,,1.0
condition_1,0,212,clamp,92,45,1.0,1.0,1.0,29.175488095884077,,1.0
condition_1,0,213,clamp,93,45,1.0,1.0,1.0,30.621363716956836,,1.0
condition_1,0,214,clamp,94,45,1.0,1.0,1.0,29.436422571031514,,1.0
condition_1,0,215,clamp,95,45,1.0,1.0,1.0,29.629592787229765,,1.0
condition_1,0,216,clamp,96,45,1.0,1.0,1.0,30.01014408749184,,1.0
condition_1,0,217,clamp,97,45,1.0,1.0,1.0,31.231609121330855,,1.0
condition_1,0,218,clamp,98,45,1.0,1.0,1.0,30.31870440492413,,1.0
condition_1,0,219,clamp,99,45,1.0,1.0,1.0,32.63359428717481,,1.0
condition_1,0,220,clamp,100,45,1.0,1.0,1.0,28.88072151545157,,1.0
condition_1,0,221,clamp,101,45,1.0,1.0,1.0,28.98900032691779,,1.0
condition_1,0,222,clamp,102,45,1.0,1.0,1.0,29.02233374707394,,1.0
condition_1,0,223,clamp,103,45,1.0,1.0,1.0,29.251102638541163,,1.0
condition_1,0,224,clamp,104,45,1.0,1.0,1.0,30.86021503305196,,1.0
condition_1,0,225,clamp,105,45,1.0,1.0,1.0,30.28872504889817,,1.0
condition_1,0,226,clamp,106,45,1.0,1.0,1.0,28.706088998428328,,1.0
condition_1,0,227,clamp,107,45,1.0,1.0,1.0,30.75300361653267,,1.0
condition_1,0,228,clamp,108,45,1.0,1.0,1.0,29.99467351638404,,1.0
condition_1,0,229,clamp,109,45,1.0,1.0,1.0,29.657252918919426,,1.0
condition_1,0,230,clamp,110,45,1.0,1.0,1.0,30.61629411498486,,1.0
condition_1,0,231,clamp,111,45,1.0,1.0,1.0,29.535733473070312,,1.0
condition_1,0,232,clamp,112,45,1.0,1.0,1.0,29.254147442133487,,1.0
condition_1,0,233,clamp,113,45,1.0,1.0,1.0,31.379511028750166,,1.0
condition_1,0,234,clamp,114,45,1.0,1.0,1.0,29.13679527024848,,1.0
condition_1,0,235,clamp,115,45,1.0,1.0,1.0,29.88860279568632,,1.0
condition_1,0,236,clamp,116,45,1.0,1.0,1.0,29.94385369209345,,1.0
condition_1,0,237,clamp,117,45,1.0,1.0,1.0,31.033031793250277,,1.0
condition_1,0,238,clamp,118,45,1.0,1.0,1.0,31.12331393584694,,1.0
condition_1,0,239,clamp,119,45,1.0,1.0,1.0,29.177635376649647,,1.0
condition_1,0,240,clamp,120,45,1.0,1.0,1.0,31.252470946319168,,1.0
condition_1,0,241,generalisation,1,45,1.0,1.0,1.0,30.245630073840836,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
condition_1,0,242,generalisation,1,45,1.0,1.0,1.0,29.021388552961376,,1.0
condition_1,0,243,generalisation,1,45,1.0,1.0,1.0,30.693406754351543,,1.0
condition_1,0,244,generalisation,1,15,0.0,0.0,1.0,29.913851929500964,,1.0
condition_1,0,245,generalisation,1,45,1.0,1.0,1.0,31.361530204637393,,1.0
condition_1,0,246,generalisation,1,45,1.0,1.0,1.0,28.252658315713703,,1.0
condition_1,0,247,generalisation,1,45,1.0,1.0,1.0,28.316833211435338,,1.0
condition_1,0,248,generalisation,1,75,0.0,0.0,1.0,29.943566695640413,,1.0
condition_1,0,249,generalisation,1,45,1.0,1.0,1.0,31.237055512008656,,1.0
condition_1,0,250,generalisation,1,90,0.0,0.0,1.0,30.082983639927946,,1.0
condition_1,0,251,generalisation,1,315,0.0,0.0,1.0,30.351367581630676,,1.0
condition_1,0,252,generalisation,1,180,0.0,0.0,1.0,30.631702782369292,,1.0
condition_1,0,253,generalisation,1,135,0.0,0.0,1.0,30.993492573355706,,1.0
condition_1,0,254,generalisation,1,270,0.0,0.0,1.0,31.378895299753225,,1.0
condition_1,0,255,generalisation,1,45,1.0,1.0,1.0,28.73905686267004,,1.0
condition_1,0,256,generalisation,1,60,0.0,0.0,1.0,29.598626657584877,,1.0
condition_1,0,257,generalisation,1,45,1.0,1.0,1.0,32.051136210573056,,1.0
condition_1,0,258,generalisation,1,45,1.0,1.0,1.0,30.46778148121677,,1.0
condition_1,0,259,generalisation,1,30,0.0,0.0,1.0,29.733159780637745,,1.0
condition_1,0,260,generalisation,1,225,0.0,0.0,1.0,30.774736390860728,,1.0
condition_1,0,261,generalisation,1,45,1.0,1.0,1.0,30.59405907007926,,1.0
condition_1,0,262,generalisation,1,0,0.0,0.0,1.0,30.534323538079434,,1.0
condition_1,0,263,generalisation,1,45,1.0,1.0,1.0,31.69445835364062,,1.0
condition_1,0,264,generalisation,2,45,1.0,1.0,1.0,29.972389520348433,,1.0
condition_1,0,265,generalisation,2,45,1.0,1.0,1.0,30.894769919004247,,1.0
condition_1,0,266,generalisation,2,75,0.0,0.0,1.0,29.8461987988522,,1.0
condition_1,0,267,generalisation,2,225,0.0,0.0,1.0,31.535247128063865,,1.0
condition_1,0,268,generalisation,2,45,1.0,1.0,1.0,29.640270216781353,,1.0
condition_1,0,269,generalisation,2,90,0.0,0.0,1.0,27.92541678824005,,1.0
condition_1,0,270,generalisation,2,45,1.0,1.0,1.0,31.766702050640514,,1.0
condition_1,0,271,generalisation,2,315,0.0,0.0,1.0,29.75933066105002,,1.0
condition_1,0,272,generalisation,2,45,1.0,1.0,1.0,31.998872079316005,,1.0
condition_1,0,273,generalisation,2,45,1.0,1.0,1.0,29.32514360175411,,1.0
condition_1,0,274,generalisation,2,15,0.0,0.0,1.0,30.02249641806219,,1.0
condition_1,0,275,generalisation,2,45,1.0,1.0,1.0,31.377334442487367,,1.0
condition_1,0,276,generalisation,2,0,0.0,0.0,1.0,30.818889165254454,,1.0
condition_1,0,277,generalisation,2,45,1.0,1.0,1.0,30.92598627728162,,1.0
condition_1,0,278,generalisation,2,60,0.0,0.0,1.0,30.58476405647599,,1.0
condition_1,0,279,generalisation,2,45,1.0,1.0,1.0,30.641678206652582,,1.0
condition_1,0,280,generalisation,2,180,0.0,0.0,1.0,28.89157070100446,,1.0
condition_1,0,281,generalisation,2,30,0.0,0.0,1.0,29.551040592058406,,1.0
condition_1,0,282,generalisation,2,135,0.0,0.0,1.0,30.543790636274682,,1.0
condition_1,0,283,generalisation,2,270,0.0,0.0,1.0,29.14201327327561,,1.0
condition_1,0,284,generalisation,2,45,1.0,1.0,1.0,30.33996681628749,,1.0
condition_1,0,285,generalisation,2,45,1.0,1.0,1.0,28.123713044323534,,1.0
condition_1,0,286,generalisation,2,45,1.0,1.0,1.0,30.751637966174872,,1.0
condition_1,0,287,generalisation,3,180,0.0,0.0,1.0,30.159830431210104,,1.0
condition_1,0,288,generalisation,3,45,1.0,1.0,1.0,29.96443288456682,,1.0
condition_1,0,289,generalisation,3,270,0.0,0.0,1.0,30.323951139537275,,1.0
condition_1,0,290,generalisation,3,135,0.0,0.0,1.0,30.278982417083906,,1.0
condition_1,0,291,generalisation,3,45,1.0,1.0,1.0,31.311376357824198,,1.0
condition_1,0,292,generalisation,3,45,1.0,1.0,1.0,30.136979525475002,,1.0
condition_1,0,293,generalisation,3,45,1.0,1.0,1.0,27.606295922111705,,1.0
condition_1,0,294,generalisation,3,30,0.0,0.0,1.0,27.46973814094314,,1.0
condition_1,0,295,generalisation,3,45,1.0,1.0,1.0,30.179781335983034,,1.0
condition_1,0,296,generalisation,3,0,0.0,0.0,1.0,28.901880042122922,,1.0
condition_1,0,297,generalisation,3,60,0.0,0.0,1.0,31.876892153652122,,1.0
condition_1,0,298,generalisation,3,15,0.0,0.0,1.0,30.274631019350416,,1.0
condition_1,0,299,generalisation,3,90,0.0,0.0,1.0,30.244688672062008,,1.0
condition_1,0,300,generalisation,3,45,1.0,1.0,1.0,29.123785987188075,,1.0
condition_1,0,301,generalisation,3,45,1.0,1.0,1.0,30.369011155791313,,1.0
condition_1,0,302,generalisation,3,45,1.0,1.0,1.0,30.709111944956174,,1.0
