condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,endpoint_vis,clamp,rot,instruct_phase,instruct_state
condition_1,0,76,baseline_continuous_fb,2,195,1.0,1.0,0.0,-0.9655544064495685,,1.0
condition_1,0,77,baseline_continuous_fb,2,45,1.0,1.0,0.0,-1.2499522530305636,,1.0
condition_1,0,78,baseline_continuous_fb,2,255,1.0,1.0,0.0,1.4691168705943323,,1.0
condition_1,0,79,baseline_continuous_fb,2,315,1.0,1.0,0.0,1.6524019934716225,,1.0
condition_1,0,80,baseline_continuous_fb,2,135,1.0,1.0,0.0,-0.8797222162807607,,1.0
condition_1,0,81,baseline_continuous_fb,2,240,1.0,1.0,0.0,-0.7381413770956207,,1.0
condition_1,0,82,baseline_continuous_fb,2,90,1.0,1.0,0.0,0.8852049363541562,,1.0
condition_1,0,83,baseline_continuous_fb,2,225,1.0,1.0,0.0,-1.8861025925893158,,1.0
condition_1,0,84,baseline_continuous_fb,2,0,1.0,1.0,0.0,0.2895828393977954,,1.0
condition_1,0,85,baseline_continuous_fb,3,225,1.0,1.0,0.0,-0.26009949873186317,,1.0
condition_1,0,86,baseline_continuous_fb,3,210,1.0,1.0,0.0,1.0017292395927964,,1.0
condition_1,0,87,baseline_continuous_fb,3,90,1.0,1.0,0.0,1.5875355590074123,,1.0
condition_1,0,88,baseline_continuous_fb,3,195,1.0,1.0,0.0,-0.426652235022954,,1.0
condition_1,0,89,baseline_continuous_fb,3,135,1.0,1.0,0.0,-0.5047120951971253,,1.0
condition_1,0,90,baseline_continuous_fb,3,45,1.0,1.0,0.0,0.81049995672032,,1.0
condition_1,0,91,baseline_continuous_fb,3,240,1.0,1.0,0.0,0.9196694012712441,,1.0
condition_1,0,92,baseline_continuous_fb,3,315,1.0,1.0,0.0,-0.16658165671703384,,1.0
condition_1,0,93,baseline_continuous_fb,3,180,1.0,1.0,0.0,-0.5441485624251211,,1.0
condition_1,0,94,baseline_continuous_fb,3,270,1.0,1.0,0.0,-0.39110526819906727,,1.0
condition_1,0,95,baseline_continuous_fb,3,0,1.0,1.0,0.0,-0.5529359299867321,,1.0
condition_1,0,96,baseline_continuous_fb,3,255,1.0,1.0,0.0,-0.5911041495345671,,1.0
condition_1,0,97,baseline_continuous_fb,4,135,1.0,1.0,0.0,0.4074576338564978,,1.0
condition_1,0,98,baseline_continuous_fb,4,45,1.0,1.0,0.0,0.308468648697813,,1.0
condition_1,0,99,baseline_continuous_fb,4,240,1.0,1.0,0.0,0.5486645039243182,,1.0
condition_1,0,100,baseline_continuous_fb,4,270,1.0,1.0,0.0,0.4781919482523683,,1.0
condition_1,0,101,baseline_continuous_fb,4,225,1.0,1.0,0.0,-0.014814646710836054,,1.0
condition_1,0,102,baseline_continuous_fb,4,315,1.0,1.0,0.0,-0.08571391234669139,,1.0
condition_1,0,103,baseline_continuous_fb,4,180,1.0,1.0,0.0,-0.1948585589306749,,1.0
condition_1,0,104,baseline_continuous_fb,4,195,1.0,1.0,0.0,-1.0788188973476585,,1.0
condition_1,0,105,baseline_continuous_fb,4,90,1.0,1.0,0.0,1.528050411465659,,1.0
condition_1,0,106,baseline_continuous_fb,4,210,1.0,1.0,0.0,1.9448035963455241,,1.0
condition_1,0,107,baseline_continuous_fb,4,0,1.0,1.0,0.0,-1.3609355137711212,,1.0
condition_1,0,108,baseline_continuous_fb,4,255,1.0,1.0,0.0,-0.6872665811272829,,1.0
condition_1,0,109,baseline_continuous_fb,5,135,1.0,1.0,0.0,0.506174556429071,,1.0
condition_1,0,110,baseline_continuous_fb,5,210,1.0,1.0,0.0,0.9864014721090391,,1.0
condition_1,0,111,baseline_continuous_fb,5,240,1.0,1.0,0.0,0.15534397587587281,,1.0
condition_1,0,112,baseline_continuous_fb,5,195,1.0,1.0,0.0,0.3580662279597195,,1.0
condition_1,0,113,baseline_continuous_fb,5,255,1.0,1.0,0.0,0.07121252505465023,,1.0
condition_1,0,114,baseline_continuous_fb,5,315,1.0,1.0,0.0,-0.5473362986693183,,1.0
condition_1,0,115,baseline_continuous_fb,5,225,1.0,1.0,0.0,-1.0450029819227948,,1.0
condition_1,0,116,baseline_continuous_fb,5,45,1.0,1.0,0.0,0.058550310964673974,,1.0
condition_1,0,117,baseline_continuous_fb,5,270,1.0,1.0,0.0,0.709727929748282,,1.0
condition_1,0,118,baseline_continuous_fb,5,180,1.0,1.0,0.0,1.0465004468262342,,1.0
condition_1,0,119,baseline_continuous_fb,5,90,1.0,1.0,0.0,-0.5959789698276472,,1.0
condition_1,0,120,baseline_continuous_fb,5,0,1.0,1.0,0.0,-1.1321731663439452,,1.0
condition_1,0,121,clamp,1,225,1.0,1.0,1.0,29.588267415310888,"The cursor feedback is now clamped.
The location of the endpoint feedback is random.
It  has nothing to do with how accurately you reach.
Please do your best to ignore the cursor feedback and continue slicing directly through the target.",1.0
condition_1,0,122,clamp,2,225,1.0,1.0,1.0,31.10515410703708,,1.0
condition_1,0,123,clamp,3,225,1.0,1.0,1.0,29.8032173117131,,1.0
condition_1,0,124,clamp,4,225,1.0,1.0,1.0,30.421877635159554,,1.0
condition_1,0,125,clamp,5,225,1.0,1.0,1.0,30.303063560317458,,1.0
condition_1,0,126,clamp,6,225,1.0,1.0,1.0,28.80915915143859,,1.0
condition_1,0,127,clamp,7,225,1.0,1.0,1.0,27.961341524716843,,1.0
condition_1,0,128,clamp,8,225,1.0,1.0,1.0,29.58365812664342,,1.0
condition_1,0,129,clamp,9,225,1.0,1.0,1.0,29.497141513416324,,1.0
condition_1,0,130,clamp,10,225,1.0,1.0,1.0,30.093989924259002,,1.0
condition_1,0,131,clamp,11,225,1.0,1.0,1.0,31.340925381476257,,1.0
condition_1,0,132,clamp,12,225,1.0,1.0,1.0,28.758928601625414,,1.0
condition_1,0,133,clamp,13,225,1.0,1.0,1.0,29.741080681534232,,1.0
condition_1,0,134,clamp,14,225,1.0,1.0,1.0,32.117558093165826,,1.0
condition_1,0,135,clamp,15,225,1.0,1.0,1.0,29.89204914314459,,1.0
condition_1,0,136,clamp,16,225,1.0,1.0,1.0,29.638732832796887,,1.0
condition_1,0,137,clamp,17,225,1.0,1.0,1.0,30.884236892941722,,1.0
condition_1,0,138,clamp,18,225,1.0,1.0,1.0,30.71171290484003,,1.0
condition_1,0,139,clamp,19,225,1.0,1.0,1.0,29.329948511941424,,1.0
condition_1,0,140,clamp,20,225,1.0,1.0,1.0,29.160727572214512,,1.0
condition_1,0,141,clamp,21,225,1.0,1.0,1.0,30.549609199588154,,1.0
condition_1,0,142,clamp,22,225,1.0,1.0,1.0,28.174571889114326,,1.0
condition_1,0,143,clamp,23,225,1.0,1.0,1.0,31.28972195736818,,1.0
condition_1,0,144,clamp,24,225,1.0,1.0,1.0,30.276772938911982,,1.0
condition_1,0,145,clamp,25,225,1.0,1.0,1.0,30.204397686551793,,1.0
condition_1,0,146,clamp,26,225,1.0,1.0,1.0,30.355883586050446,,1.0
condition_1,0,147,clamp,27,225,1.0,1.0,1.0,29.86111470809556,,1.0
condition_1,0,148,clamp,28,225,1.0,1.0,1.0,31.02113145743837,,1.0
condition_1,0,149,clamp,29,225,1.0,1.0,1.0,29.36942300053286,,1.0
condition_1,0,150,clamp,30,225,1.0,1.0,1.0,31.000623279426485,,1.0
condition_1,0,151,clamp,31,225,1.0,1.0,1.0,29.62418712876711,,1.0
condition_1,0,152,clamp,32,225,1.0,1.0,1.0,29.99971348554565,,1.0
condition_1,0,153,clamp,33,225,1.0,1.0,1.0,29.429249919222475,,1.0
condition_1,0,154,clamp,34,225,1.0,1.0,1.0,28.46161418950551,,1.0
condition_1,0,155,clamp,35,225,1.0,1.0,1.0,30.764642806916005,,1.0
condition_1,0,156,clamp,36,225,1.0,1.0,1.0,30.12822138329186,,1.0
condition_1,0,157,clamp,37,225,1.0,1.0,1.0,28.14423297243841,,1.0
condition_1,0,158,clamp,38,225,1.0,1.0,1.0,29.176781179185497,,1.0
condition_1,0,159,clamp,39,225,1.0,1.0,1.0,30.662224327286804,,1.0
condition_1,0,160,clamp,40,225,1.0,1.0,1.0,31.509074062834877,,1.0
condition_1,0,161,clamp,41,225,1.0,1.0,1.0,29.38567895044152,,1.0
condition_1,0,162,clamp,42,225,1.0,1.0,1.0,31.658906917095294,,1.0
condition_1,0,163,clamp,43,225,1.0,1.0,1.0,30.215881020837596,,1.0
condition_1,0,164,clamp,44,225,1.0,1.0,1.0,30.752041272691113,,1.0
condition_1,0,165,clamp,45,225,1.0,1.0,1.0,30.02999704694629,,1.0
condition_1,0,166,clamp,46,225,1.0,1.0,1.0,32.25819816113372,,1.0
condition_1,0,167,clamp,47,225,1.0,1.0,1.0,30.64105646114306,,1.0
condition_1,0,168,clamp,48,225,1.0,1.0,1.0,28.418695492536614,,1.0
condition_1,0,169,clamp,49,225,1.0,1.0,1.0,31.144820962065605,,1.0
condition_1,0,170,clamp,50,225,1.0,1.0,1.0,29.910527813666974,,1.0
condition_1,0,171,clamp,51,225,1.0,1.0,1.0,29.431642503700225,,1.0
condition_1,0,172,clamp,52,225,1.0,1.0,1.0,30.008236413290412,,1.0
condition_1,0,173,clamp,53,225,1.0,1.0,1.0,29.945019018766562,,1.0
condition_1,0,174,clamp,54,225,1.0,1.0,1.0,30.906812572918856,,1.0
condition_1,0,175,clamp,55,225,1.0,1.0,1.0,31.241618902664847,,1.0
condition_1,0,176,clamp,56,225,1.0,1.0,1.0,30.64252642177945,,1.0
condition_1,0,177,clamp,57,225,1.0,1.0,1.0,30.254006789329754,,1.0
condition_1,0,178,clamp,58,225,1.0,1.0,1.0,29.8934419019952,,1.0
condition_1,0,179,clamp,59,225,1.0,1.0,1.0,31.66593461037366,,1.0
condition_1,0,180,clamp,60,225,1.0,1.0,1.0,31.759934850641066,,1.0
condition_1,0,181,clamp,61,225,1.0,1.0,1.0,30.64174211939378,,1.0
condition_1,0,182,clamp,62,225,1.0,1.0,1.0,30.168691826877854,,1.0
condition_1,0,183,clamp,63,225,1.0,1.0,1.0,30.014225575989975,,1.0
condition_1,0,184,clamp,64,225,1.0,1.0,1.0,30.83053389117775,,1.0
condition_1,0,185,clamp,65,225,1.0,1.0,1.0,30.418808861833497,,1.0
condition_1,0,186,clamp,66,225,1.0,1.0,1.0,29.08041878616216,,1.0
condition_1,0,187,clamp,67,225,1.0,1.0,1.0,30.40506784678697,,1.0
condition_1,0,188,clamp,68,225,1.0,1.0,1.0,27.98012387124553,,1.0
condition_1,0,189,clamp,69,225,1.0,1.0,1.0,28.32700949731595,,1.0
condition_1,0,190,clamp,70,225,1.0,1.0,1.0,31.764229260788632,,1.0
condition_1,0,191,clamp,71,225,1.0,1.0,1.0,30.449509976140376,,1.0
condition_1,0,192,clamp,72,225,1.0,1.0,1.0,29.90775218500073,,1.0
condition_1,0,193,clamp,73,225,1.0,1.0,1.0,30.041040166146505,,1.0
condition_1,0,194,clamp,74,225,1.0,1.0,1.0,31.189186184745797,,1.0
condition_1,0,195,clamp,75,225,1.0,1.0,1.0,32.452520875948586,,1.0
condition_1,0,196,clamp,76,225,1.0,1.0,1.0,30.283000021662257,,1.0
condition_1,0,197,clamp,77,225,1.0,1.0,1.0,30.056443252392885,,1.0
condition_1,0,198,clamp,78,225,1.0,1.0,1.0,29.09997476466524,,1.0
condition_1,0,199,clamp,79,225,1.0,1.0,1.0,28.108621936753895,,1.0
condition_1,0,200,clamp,80,225,1.0,1.0,1.0,29.394733303954027,,1.0
condition_1,0,201,clamp,81,225,1.0,1.0,1.0,30.707573350481194,,1.0
condition_1,0,202,clamp,82,225,1.0,1.0,1.0,30.231697378153505,,1.0
condition_1,0,203,clamp,83,225,1.0,1.0,1.0,30.0339398059327,,1.0
condition_1,0,204,clamp,84,225,1.0,1.0,1.0,29.778053353869804,,1.0
condition_1,0,205,clamp,85,225,1.0,1.0,1.0,29.844658130348172,,1.0
condition_1,0,206,clamp,86,225,1.0,1.0,1.0,29.027746844846753,,1.0
condition_1,0,207,clamp,87,225,1.0,1.0,1.0,30.379468289505812,,1.0
condition_1,0,208,clamp,88,225,1.0,1.0,1.0,29.68614900040184,,1.0
condition_1,0,209,clamp,89,225,1.0,1.0,1.0,29.9809536838282,,1.0
condition_1,0,210,clamp,90,225,1.0,1.0,1.0,30.861591732833453,,1.0
condition_1,0,211,clamp,91,225,1.0,1.0,1.0,29.60089173119657,,1.0
condition_1,0,212,clamp,92,225,1.0,1.0,1.0,29.880931729642704,,1.0
condition_1,0,213,clamp,93,225,1.0,1.0,1.0,28.692727436029447,,1.0
condition_1,0,214,clamp,94,225,1.0,1.0,1.0,30.659767362785242,,1.0
condition_1,0,215,clamp,95,225,1.0,1.0,1.0,28.646892776253793,,1.0
condition_1,0,216,clamp,96,225,1.0,1.0,1.0,28.472841140178467,,1.0
condition_1,0,217,clamp,97,225,1.0,1.0,1.0,29.614261115804116,,1.0
condition_1,0,218,clamp,98,225,1.0,1.0,1.0,28.869973986837163,,1.0
condition_1,0,219,clamp,99,225,1.0,1.0,1.0,30.702708025155292,,1.0
condition_1,0,220,clamp,100,225,1.0,1.0,1.0,29.031194568820055,,1.0
condition_1,0,221,clamp,101,225,1.0,1.0,1.0,28.634144513951625,,1.0
condition_1,0,222,clamp,102,225,1.0,1.0,1.0,30.251900738443165,,1.0
condition_1,0,223,clamp,103,225,1.0,1.0,1.0,29.757961675753403,,1.0
condition_1,0,224,clamp,104,225,1.0,1.0,1.0,31.79379093550004,,1.0
condition_1,0,225,clamp,105,225,1.0,1.0,1.0,30.064675926973674,,1.0
condition_1,0,226,clamp,106,225,1.0,1.0,1.0,27.076765793585764,,1.0
condition_1,0,227,clamp,107,225,1.0,1.0,1.0,29.368033187116836,,1.0
condition_1,0,228,clamp,108,225,1.0,1.0,1.0,29.732780601247235,,1.0
condition_1,0,229,clamp,109,225,1.0,1.0,1.0,30.14796764832875,,1.0
condition_1,0,230,clamp,110,225,1.0,1.0,1.0,29.634183024797363,,1.0
condition_1,0,231,clamp,111,225,1.0,1.0,1.0,29.44545907843402,,1.0
condition_1,0,232,clamp,112,225,1.0,1.0,1.0,29.021860200604717,,1.0
condition_1,0,233,clamp,113,225,1.0,1.0,1.0,29.698628175068055,,1.0
condition_1,0,234,clamp,114,225,1.0,1.0,1.0,30.674471243371997,,1.0
condition_1,0,235,clamp,115,225,1.0,1.0,1.0,28.705442007140405,,1.0
condition_1,0,236,clamp,116,225,1.0,1.0,1.0,28.93271226669497,,1.0
condition_1,0,237,clamp,117,225,1.0,1.0,1.0,31.616178147913484,,1.0
condition_1,0,238,clamp,118,225,1.0,1.0,1.0,29.768255614918758,,1.0
condition_1,0,239,clamp,119,225,1.0,1.0,1.0,29.644774765573782,,1.0
condition_1,0,240,clamp,120,225,1.0,1.0,1.0,28.49777573122617,,1.0
condition_1,0,241,generalisation,1,225,1.0,1.0,1.0,29.69446208321865,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
condition_1,0,242,generalisation,1,225,1.0,1.0,1.0,30.91201437442334,,1.0
condition_1,0,243,generalisation,1,45,0.0,0.0,1.0,30.21055822801137,,1.0
condition_1,0,244,generalisation,1,135,0.0,0.0,1.0,31.107054203917656,,1.0
condition_1,0,245,generalisation,1,210,0.0,0.0,1.0,31.496932142336195,,1.0
condition_1,0,246,generalisation,1,180,0.0,0.0,1.0,29.688762780394622,,1.0
condition_1,0,247,generalisation,1,225,1.0,1.0,1.0,30.204142973217564,,1.0
condition_1,0,248,generalisation,1,195,0.0,0.0,1.0,29.284690395268605,,1.0
condition_1,0,249,generalisation,1,270,0.0,0.0,1.0,28.954775907862647,,1.0
condition_1,0,250,generalisation,1,315,0.0,0.0,1.0,29.631700825966828,,1.0
condition_1,0,251,generalisation,1,225,1.0,1.0,1.0,31.235859335384756,,1.0
condition_1,0,252,generalisation,1,90,0.0,0.0,1.0,29.611548958763663,,1.0
condition_1,0,253,generalisation,1,225,1.0,1.0,1.0,32.054762380197765,,1.0
condition_1,0,254,generalisation,1,0,0.0,0.0,1.0,29.917446939980984,,1.0
condition_1,0,255,generalisation,1,225,1.0,1.0,1.0,30.800047281778063,,1.0
condition_1,0,256,generalisation,1,225,1.0,1.0,1.0,29.702577426127828,,1.0
condition_1,0,257,generalisation,1,225,1.0,1.0,1.0,30.59966813195059,,1.0
condition_1,0,258,generalisation,1,225,1.0,1.0,1.0,28.575785706389635,,1.0
condition_1,0,259,generalisation,1,255,0.0,0.0,1.0,29.978881227076407,,1.0
condition_1,0,260,generalisation,1,225,1.0,1.0,1.0,29.422065065727008,,1.0
condition_1,0,261,generalisation,1,240,0.0,0.0,1.0,30.251957086342596,,1.0
condition_1,0,262,generalisation,1,225,1.0,1.0,1.0,31.77126683995185,,1.0
condition_1,0,263,generalisation,1,225,1.0,1.0,1.0,29.983661168838204,,1.0
condition_1,0,264,generalisation,2,225,1.0,1.0,1.0,27.277195035271404,,1.0
condition_1,0,265,generalisation,2,135,0.0,0.0,1.0,32.185174642258886,,1.0
condition_1,0,266,generalisation,2,45,0.0,0.0,1.0,30.560948218128814,,1.0
condition_1,0,267,generalisation,2,225,1.0,1.0,1.0,30.03428445006128,,1.0
condition_1,0,268,generalisation,2,240,0.0,0.0,1.0,30.94283976658337,,1.0
condition_1,0,269,generalisation,2,270,0.0,0.0,1.0,32.13168614427987,,1.0
condition_1,0,270,generalisation,2,225,1.0,1.0,1.0,30.16470382698552,,1.0
condition_1,0,271,generalisation,2,225,1.0,1.0,1.0,28.08033260604722,,1.0
condition_1,0,272,generalisation,2,225,1.0,1.0,1.0,28.747464596759755,,1.0
condition_1,0,273,generalisation,2,0,0.0,0.0,1.0,30.06643057271653,,1.0
condition_1,0,274,generalisation,2,225,1.0,1.0,1.0,30.3553757658165,,1.0
condition_1,0,275,generalisation,2,225,1.0,1.0,1.0,30.23175026016687,,1.0
condition_1,0,276,generalisation,2,225,1.0,1.0,1.0,30.167354849611012,,1.0
condition_1,0,277,generalisation,2,225,1.0,1.0,1.0,30.277844926523457,,1.0
condition_1,0,278,generalisation,2,225,1.0,1.0,1.0,29.524521830697218,,1.0
condition_1,0,279,generalisation,2,255,0.0,0.0,1.0,29.808791171529105,,1.0
condition_1,0,280,generalisation,2,90,0.0,0.0,1.0,30.521766972614753,,1.0
condition_1,0,281,generalisation,2,225,1.0,1.0,1.0,30.86274438812432,,1.0
condition_1,0,282,generalisation,2,315,0.0,0.0,1.0,29.477980168834968,,1.0
condition_1,0,283,generalisation,2,195,0.0,0.0,1.0,30.131301736819342,,1.0
condition_1,0,284,generalisation,2,210,0.0,0.0,1.0,31.009877414296202,,1.0
condition_1,0,285,generalisation,2,225,1.0,1.0,1.0,30.966865597759906,,1.0
condition_1,0,286,generalisation,2,180,0.0,0.0,1.0,30.97425029050124,,1.0
condition_1,0,287,generalisation,3,225,1.0,1.0,1.0,30.262095097861334,,1.0
condition_1,0,288,generalisation,3,225,1.0,1.0,1.0,30.366017265480732,,1.0
condition_1,0,289,generalisation,3,225,1.0,1.0,1.0,30.241368239010807,,1.0
condition_1,0,290,generalisation,3,225,1.0,1.0,1.0,29.085640096990463,,1.0
condition_1,0,291,generalisation,3,315,0.0,0.0,1.0,29.443579962863236,,1.0
condition_1,0,292,generalisation,3,180,0.0,0.0,1.0,30.397305503466274,,1.0
condition_1,0,293,generalisation,3,225,1.0,1.0,1.0,28.43745979714856,,1.0
condition_1,0,294,generalisation,3,225,1.0,1.0,1.0,30.522424393766514,,1.0
condition_1,0,295,generalisation,3,135,0.0,0.0,1.0,30.414671958236614,,1.0
condition_1,0,296,generalisation,3,225,1.0,1.0,1.0,31.818525750312034,,1.0
condition_1,0,297,generalisation,3,225,1.0,1.0,1.0,30.074553199366637,,1.0
condition_1,0,298,generalisation,3,45,0.0,0.0,1.0,29.59915569106481,,1.0
condition_1,0,299,generalisation,3,270,0.0,0.0,1.0,29.610244473578348,,1.0
condition_1,0,300,generalisation,3,225,1.0,1.0,1.0,29.91172583886194,,1.0
condition_1,0,301,generalisation,3,225,1.0,1.0,1.0,29.430496693969978,,1.0
condition_1,0,302,generalisation,3,225,1.0,1.0,1.0,30.595831180065126,,1.0
